com.samsung.shealth.goal,6311013,2
start_time,float_value,update_time,create_time,value,time_offset,deviceuuid,pkg_name,datauuid,goal_type
2020-07-24 07:39:45.896,66.5,2020-07-24 07:39:45.898,2020-07-24 07:39:45.898,66,UTC+0200,m3h9nVfJDO,com.sec.android.app.shealth,4139110a-1eb6-40f4-ad56-b4b2a5e400d9,40004,
