com.samsung.shealth.tracker.pedometer_day_summary,6311013,7
create_sh_ver,step_count,binning_data,active_time,recommendation,modify_sh_ver,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
,7730,0b9462df-8824-4b86-922f-30ddf3449bf2.binning_data.json,3981303,12800,,11,2022-02-01 23:00:16.389,com.sec.android.app.shealth,2022-02-01 23:00:16.389,,1.5254071,6073.109,307.64496,7719,BPYUPn3BBR,com.sec.android.app.shealth,0,0b9462df-8824-4b86-922f-30ddf3449bf2.achievement.json,0b9462df-8824-4b86-922f-30ddf3449bf2,1643673600000,
,8187,7089e063-e76c-4142-8f72-c2c2071985a1.binning_data.json,4162329,12800,,11,2022-02-01 21:55:05.127,com.sec.android.app.shealth,2022-01-31 23:37:01.269,7089e063-e76c-4142-8f72-c2c2071985a1.source_info.json,1.5601447,6493.837,320.04807,8176,VfS0qUERdZ,com.sec.android.app.shealth,0,7089e063-e76c-4142-8f72-c2c2071985a1.achievement.json,7089e063-e76c-4142-8f72-c2c2071985a1,1643673600000,
,4890,06ca0419-1ba0-437c-90aa-5b7e71b1624a.binning_data.json,2400655,12800,,29,2022-02-01 23:00:06.405,com.sec.android.app.shealth,2022-02-01 23:00:06.405,,1.6434809,3945.4316,184.92769,4861,t2lQEfg4vc,com.sec.android.app.shealth,0,06ca0419-1ba0-437c-90aa-5b7e71b1624a.achievement.json,06ca0419-1ba0-437c-90aa-5b7e71b1624a,1643673600000,
,20429,4da61381-3446-44b4-b347-7700f1ce05dc.binning_data.json,10549663,12800,,30,2022-02-02 22:36:51.413,com.sec.android.app.shealth,2022-02-01 23:42:33.741,4da61381-3446-44b4-b347-7700f1ce05dc.source_info.json,1.5012983,15838.193,806.6666,20399,VfS0qUERdZ,com.sec.android.app.shealth,0,4da61381-3446-44b4-b347-7700f1ce05dc.achievement.json,4da61381-3446-44b4-b347-7700f1ce05dc,1643760000000,
,7098,772ffb8f-60b7-444b-92e5-6b69539bdee4.binning_data.json,3486174,12800,,14,2022-02-02 23:00:03.347,com.sec.android.app.shealth,2022-02-02 23:00:03.347,,1.6363946,5704.757,267.85837,7084,t2lQEfg4vc,com.sec.android.app.shealth,0,772ffb8f-60b7-444b-92e5-6b69539bdee4.achievement.json,772ffb8f-60b7-444b-92e5-6b69539bdee4,1643760000000,
,19753,4f48696f-8309-403f-a3e6-2e5e2ad7b99f.binning_data.json,10134296,12800,,29,2022-02-02 23:00:07.562,com.sec.android.app.shealth,2022-02-02 23:00:07.562,,1.4718192,14915.852,822.22876,19724,BPYUPn3BBR,com.sec.android.app.shealth,0,4f48696f-8309-403f-a3e6-2e5e2ad7b99f.achievement.json,4f48696f-8309-403f-a3e6-2e5e2ad7b99f,1643760000000,
,2395,3fb800a8-dc63-459b-b724-03f4c20db7e5.binning_data.json,1188636,12800,,13,2022-02-03 23:45:58.715,com.sec.android.app.shealth,2022-02-03 23:45:58.715,,1.6136467,1918.0388,90.96777,2382,t2lQEfg4vc,com.sec.android.app.shealth,0,3fb800a8-dc63-459b-b724-03f4c20db7e5.achievement.json,3fb800a8-dc63-459b-b724-03f4c20db7e5,1643846400000,
,6022,5e45dcab-b516-44b7-a11a-99e4bd19b464.binning_data.json,2880379,12800,,86,2022-02-04 23:00:02.808,com.sec.android.app.shealth,2022-02-04 23:00:02.808,,1.7080789,4919.9146,230.39653,5936,t2lQEfg4vc,com.sec.android.app.shealth,0,5e45dcab-b516-44b7-a11a-99e4bd19b464.achievement.json,5e45dcab-b516-44b7-a11a-99e4bd19b464,1643932800000,
,2806,99e3e237-e64f-4fbb-94d6-683ab307688e.binning_data.json,1408394,12800,,13,2022-02-05 23:00:16.882,com.sec.android.app.shealth,2022-02-03 05:51:12.895,99e3e237-e64f-4fbb-94d6-683ab307688e.source_info.json,1.5840441,2230.9587,107.367775,2793,VfS0qUERdZ,com.sec.android.app.shealth,0,99e3e237-e64f-4fbb-94d6-683ab307688e.achievement.json,99e3e237-e64f-4fbb-94d6-683ab307688e,1643846400000,
,23106,dc81dbf1-f5e1-4c11-9852-438c1efa3a86.binning_data.json,11678486,12800,,56,2022-02-05 22:51:47.960,com.sec.android.app.shealth,2022-02-04 23:38:36.350,dc81dbf1-f5e1-4c11-9852-438c1efa3a86.source_info.json,1.530026,17868.387,909.3353,23050,VfS0qUERdZ,com.sec.android.app.shealth,0,dc81dbf1-f5e1-4c11-9852-438c1efa3a86.achievement.json,dc81dbf1-f5e1-4c11-9852-438c1efa3a86,1644019200000,
,19552,cd277996-8f3e-4b80-8628-b6c4a154a5a1.binning_data.json,9977799,12800,,98,2022-02-05 23:00:20.191,com.sec.android.app.shealth,2022-02-04 08:39:21.122,cd277996-8f3e-4b80-8628-b6c4a154a5a1.source_info.json,1.5418876,15384.6455,761.86346,19454,VfS0qUERdZ,com.sec.android.app.shealth,0,cd277996-8f3e-4b80-8628-b6c4a154a5a1.achievement.json,cd277996-8f3e-4b80-8628-b6c4a154a5a1,1643932800000,
,18649,5c2da536-3166-4a58-92b4-8c2e40281556.binning_data.json,9442166,12800,,18,2022-02-05 23:00:28.664,com.sec.android.app.shealth,2022-02-05 23:00:28.664,,1.5126306,14282.51,738.32,18631,BPYUPn3BBR,com.sec.android.app.shealth,0,5c2da536-3166-4a58-92b4-8c2e40281556.achievement.json,5c2da536-3166-4a58-92b4-8c2e40281556,1643932800000,
,22454,8f3448ac-5dd4-4a0e-aecc-33922f59a060.binning_data.json,11216208,12800,,49,2022-02-05 23:00:28.644,com.sec.android.app.shealth,2022-02-05 23:00:28.644,,1.5058712,16890.166,926.85425,22405,BPYUPn3BBR,com.sec.android.app.shealth,0,8f3448ac-5dd4-4a0e-aecc-33922f59a060.achievement.json,8f3448ac-5dd4-4a0e-aecc-33922f59a060,1644019200000,
,423,658df004-194e-443f-8d23-1fc170689a0a.binning_data.json,225760,12800,,0,2022-02-05 23:00:28.527,com.sec.android.app.shealth,2022-02-03 23:46:03.673,,1.4289045,322.59,16.86,423,BPYUPn3BBR,com.sec.android.app.shealth,0,658df004-194e-443f-8d23-1fc170689a0a.achievement.json,658df004-194e-443f-8d23-1fc170689a0a,1643846400000,
,6177,a42ff8c7-85a7-47aa-8015-2c2f28e840fe.binning_data.json,3061068,12800,,43,2022-02-05 23:00:11.113,com.sec.android.app.shealth,2022-02-05 23:00:11.113,,1.6342349,5002.505,234.08942,6134,t2lQEfg4vc,com.sec.android.app.shealth,0,a42ff8c7-85a7-47aa-8015-2c2f28e840fe.achievement.json,a42ff8c7-85a7-47aa-8015-2c2f28e840fe,1644019200000,
,5522,631fc206-ce2f-4dae-8b25-b88542cbd7cf.binning_data.json,2695073,12800,,32,2022-02-06 21:33:57.115,com.sec.android.app.shealth,2022-02-05 23:03:21.485,631fc206-ce2f-4dae-8b25-b88542cbd7cf.source_info.json,1.63936,4418.1953,211.77655,5490,VfS0qUERdZ,com.sec.android.app.shealth,0,631fc206-ce2f-4dae-8b25-b88542cbd7cf.achievement.json,631fc206-ce2f-4dae-8b25-b88542cbd7cf,1644105600000,
,4800,5ec39e97-d363-4a09-a041-e6275ca38ac1.binning_data.json,2330734,12800,,81,2022-02-06 23:11:47.738,com.sec.android.app.shealth,2022-02-06 23:11:47.738,,1.6821208,3920.5774,184.20554,4719,t2lQEfg4vc,com.sec.android.app.shealth,0,5ec39e97-d363-4a09-a041-e6275ca38ac1.achievement.json,5ec39e97-d363-4a09-a041-e6275ca38ac1,1644105600000,
,4727,8410148a-966d-460a-ba2e-6dba2642d9b7.binning_data.json,2287956,12800,,11,2022-02-06 23:11:52.009,com.sec.android.app.shealth,2022-02-06 23:11:52.009,,1.616914,3699.4285,185.11505,4716,BPYUPn3BBR,com.sec.android.app.shealth,0,8410148a-966d-460a-ba2e-6dba2642d9b7.achievement.json,8410148a-966d-460a-ba2e-6dba2642d9b7,1644105600000,
,5355,65ea20f0-b756-4cdf-a154-69666c762754.binning_data.json,2509739,12800,,353,2022-02-07 18:35:23.831,com.sec.android.app.shealth,2022-02-07 00:36:21.039,65ea20f0-b756-4cdf-a154-69666c762754.source_info.json,1.7427855,4373.9385,224.50491,5002,VfS0qUERdZ,com.sec.android.app.shealth,0,65ea20f0-b756-4cdf-a154-69666c762754.achievement.json,65ea20f0-b756-4cdf-a154-69666c762754,1644192000000,
,4625,ba03771b-0909-4ba2-889e-5beb56d2f526.binning_data.json,2122854,12800,,94,2022-02-07 23:35:36.073,com.sec.android.app.shealth,2022-02-07 23:35:36.073,,1.6937306,3595.5435,195.43025,4531,BPYUPn3BBR,com.sec.android.app.shealth,0,ba03771b-0909-4ba2-889e-5beb56d2f526.achievement.json,ba03771b-0909-4ba2-889e-5beb56d2f526,1644192000000,
,4572,3978a5f1-fc21-4e14-baf4-fd18f37d78b5.binning_data.json,2091085,12800,,619,2022-02-07 23:35:32.312,com.sec.android.app.shealth,2022-02-07 23:35:32.312,,1.8860643,3943.9211,202.10898,3953,t2lQEfg4vc,com.sec.android.app.shealth,0,3978a5f1-fc21-4e14-baf4-fd18f37d78b5.achievement.json,3978a5f1-fc21-4e14-baf4-fd18f37d78b5,1644192000000,
,44,b5532942-fe7a-4951-929e-ae8ca6398d43.binning_data.json,24945,12800,,0,2022-02-08 23:09:29.964,com.sec.android.app.shealth,2022-02-08 23:09:29.964,,1.366993,34.1,1.63,44,BPYUPn3BBR,com.sec.android.app.shealth,0,b5532942-fe7a-4951-929e-ae8ca6398d43.achievement.json,b5532942-fe7a-4951-929e-ae8ca6398d43,1644278400000,
,1519,0050e46d-0fe7-41d4-802e-07a54594bcd3.binning_data.json,760568,12800,,0,2022-02-08 15:38:02.447,com.sec.android.app.shealth,2022-02-08 06:52:09.203,0050e46d-0fe7-41d4-802e-07a54594bcd3.source_info.json,1.6093409,1224.0139,57.0723,1519,VfS0qUERdZ,com.sec.android.app.shealth,0,0050e46d-0fe7-41d4-802e-07a54594bcd3.achievement.json,0050e46d-0fe7-41d4-802e-07a54594bcd3,1644278400000,
,1475,e7a5496c-9eb1-4313-8141-116719dea9f8.binning_data.json,735623,12800,,0,2022-02-08 23:09:24.577,com.sec.android.app.shealth,2022-02-08 23:09:24.577,,1.6175588,1189.9138,55.4423,1475,t2lQEfg4vc,com.sec.android.app.shealth,0,e7a5496c-9eb1-4313-8141-116719dea9f8.achievement.json,e7a5496c-9eb1-4313-8141-116719dea9f8,1644278400000,
,9224,1b09f361-b93e-4dc1-a63a-c159648163f0.binning_data.json,4672558,12800,,1015,2022-02-09 22:34:38.191,com.sec.android.app.shealth,2022-02-08 23:45:29.750,1b09f361-b93e-4dc1-a63a-c159648163f0.source_info.json,1.5720819,7345.645,391.8162,8209,VfS0qUERdZ,com.sec.android.app.shealth,0,1b09f361-b93e-4dc1-a63a-c159648163f0.achievement.json,1b09f361-b93e-4dc1-a63a-c159648163f0,1644364800000,
,5333,cc201d95-6693-42ac-96ce-e9532ab8257c.binning_data.json,2799677,12800,,38,2022-02-09 23:00:02.321,com.sec.android.app.shealth,2022-02-09 23:00:02.321,,1.5195092,4254.136,203.70004,5295,t2lQEfg4vc,com.sec.android.app.shealth,0,cc201d95-6693-42ac-96ce-e9532ab8257c.achievement.json,cc201d95-6693-42ac-96ce-e9532ab8257c,1644364800000,
,7955,5a8bc49c-7189-4df3-a686-d36cc8479fb4.binning_data.json,4008913,12800,,987,2022-02-09 23:00:06.270,com.sec.android.app.shealth,2022-02-09 23:00:06.270,,1.5410903,6178.098,354.8673,6968,BPYUPn3BBR,com.sec.android.app.shealth,0,5a8bc49c-7189-4df3-a686-d36cc8479fb4.achievement.json,5a8bc49c-7189-4df3-a686-d36cc8479fb4,1644364800000,
,13679,553fec37-9cc2-4044-83ad-8db0360091ea.binning_data.json,6958274,12800,,34,2022-02-10 22:12:08.014,com.sec.android.app.shealth,2022-02-09 23:00:10.083,553fec37-9cc2-4044-83ad-8db0360091ea.source_info.json,1.547042,10764.743,533.31213,13645,VfS0qUERdZ,com.sec.android.app.shealth,0,553fec37-9cc2-4044-83ad-8db0360091ea.achievement.json,553fec37-9cc2-4044-83ad-8db0360091ea,1644451200000,
,12735,5c4cd08b-d9ad-4346-bc57-cff58d427b74.binning_data.json,6475248,12800,,11,2022-02-10 23:00:07.515,com.sec.android.app.shealth,2022-02-10 23:00:07.515,,1.5335892,9930.37,500.43945,12724,BPYUPn3BBR,com.sec.android.app.shealth,0,5c4cd08b-d9ad-4346-bc57-cff58d427b74.achievement.json,5c4cd08b-d9ad-4346-bc57-cff58d427b74,1644451200000,
,5033,732c21bd-c7b0-44f8-ae1e-1a578114a77d.binning_data.json,2499385,12800,,25,2022-02-10 23:00:03.083,com.sec.android.app.shealth,2022-02-10 23:00:03.083,,1.6236621,4058.1572,191.41328,5008,t2lQEfg4vc,com.sec.android.app.shealth,0,732c21bd-c7b0-44f8-ae1e-1a578114a77d.achievement.json,732c21bd-c7b0-44f8-ae1e-1a578114a77d,1644451200000,
,14569,c95173fa-d1e9-4ca3-bae5-6d6c1357b4d6.binning_data.json,7064638,12800,,110,2022-02-11 23:00:06.227,com.sec.android.app.shealth,2022-02-11 23:00:06.227,,1.612204,11389.638,580.581,14459,BPYUPn3BBR,com.sec.android.app.shealth,0,c95173fa-d1e9-4ca3-bae5-6d6c1357b4d6.achievement.json,c95173fa-d1e9-4ca3-bae5-6d6c1357b4d6,1644537600000,
,15231,bc931fd5-8b09-4563-bf95-01d6edf0b909.binning_data.json,7446383,12800,,170,2022-02-11 22:58:33.383,com.sec.android.app.shealth,2022-02-11 05:45:29.496,bc931fd5-8b09-4563-bf95-01d6edf0b909.source_info.json,1.6344194,12170.516,599.41486,15061,VfS0qUERdZ,com.sec.android.app.shealth,0,bc931fd5-8b09-4563-bf95-01d6edf0b909.achievement.json,bc931fd5-8b09-4563-bf95-01d6edf0b909,1644537600000,
,5308,e9da80d4-0cf4-4704-8866-c392ecd2b0b5.binning_data.json,2478031,12800,,141,2022-02-11 23:00:02.623,com.sec.android.app.shealth,2022-02-11 23:00:02.623,,1.769622,4385.1797,206.63004,5167,t2lQEfg4vc,com.sec.android.app.shealth,0,e9da80d4-0cf4-4704-8866-c392ecd2b0b5.achievement.json,e9da80d4-0cf4-4704-8866-c392ecd2b0b5,1644537600000,
,17576,c31b85b8-f730-455d-aeb7-b944ff9c5b4d.binning_data.json,8916140,12800,,9,2022-02-12 23:00:22.836,com.sec.android.app.shealth,2022-02-12 23:00:22.836,,1.4937954,13318.891,713.55054,17567,BPYUPn3BBR,com.sec.android.app.shealth,0,c31b85b8-f730-455d-aeb7-b944ff9c5b4d.achievement.json,c31b85b8-f730-455d-aeb7-b944ff9c5b4d,1644624000000,
,6448,3618a527-9cce-4a0b-bf1f-028c7cea0176.binning_data.json,3203302,12800,,26,2022-02-12 23:00:28.652,com.sec.android.app.shealth,2022-02-12 23:00:03.035,,1.6176045,5181.6772,243.52461,6422,t2lQEfg4vc,com.sec.android.app.shealth,0,3618a527-9cce-4a0b-bf1f-028c7cea0176.achievement.json,3618a527-9cce-4a0b-bf1f-028c7cea0176,1644624000000,
,18242,12a94e5b-3ff1-432b-a06a-132747dece07.binning_data.json,9313226,12800,,35,2022-02-12 23:00:22.060,com.sec.android.app.shealth,2022-02-11 23:43:26.970,12a94e5b-3ff1-432b-a06a-132747dece07.source_info.json,1.515032,14109.836,720.45685,18207,VfS0qUERdZ,com.sec.android.app.shealth,0,12a94e5b-3ff1-432b-a06a-132747dece07.achievement.json,12a94e5b-3ff1-432b-a06a-132747dece07,1644624000000,
,3148,dc39cf42-277f-4f30-a099-641487a5054b.binning_data.json,1676234,12800,,118,2022-02-13 21:55:22.710,com.sec.android.app.shealth,2022-02-12 23:25:39.418,dc39cf42-277f-4f30-a099-641487a5054b.source_info.json,1.5167824,2542.4836,128.92595,3030,VfS0qUERdZ,com.sec.android.app.shealth,0,dc39cf42-277f-4f30-a099-641487a5054b.achievement.json,dc39cf42-277f-4f30-a099-641487a5054b,1644710400000,
,2094,dddddd64-6b38-4495-99f4-b8c8c9f8b697.binning_data.json,1125630,12800,,105,2022-02-13 23:00:02.946,com.sec.android.app.shealth,2022-02-13 23:00:02.946,,1.5389026,1732.2351,85.734024,1989,t2lQEfg4vc,com.sec.android.app.shealth,0,dddddd64-6b38-4495-99f4-b8c8c9f8b697.achievement.json,dddddd64-6b38-4495-99f4-b8c8c9f8b697,1644710400000,
,1697,7c49236d-6e15-4f75-bec7-3445a30549a8.binning_data.json,966848,12800,,22,2022-02-13 23:00:07.313,com.sec.android.app.shealth,2022-02-13 23:00:07.313,,1.3632925,1318.098,68.91674,1675,BPYUPn3BBR,com.sec.android.app.shealth,0,7c49236d-6e15-4f75-bec7-3445a30549a8.achievement.json,7c49236d-6e15-4f75-bec7-3445a30549a8,1644710400000,
,187,926f30f6-24df-4bdd-9b17-19490b7453fd.binning_data.json,97892,12800,,0,2022-02-14 07:25:34.907,com.sec.android.app.shealth,2022-02-13 23:55:04.838,926f30f6-24df-4bdd-9b17-19490b7453fd.source_info.json,1.4541196,142.3469,7.955188,187,VfS0qUERdZ,com.sec.android.app.shealth,0,926f30f6-24df-4bdd-9b17-19490b7453fd.achievement.json,926f30f6-24df-4bdd-9b17-19490b7453fd,1644796800000,
,55,39e5f438-5b4f-403b-b832-e2fe6ab94fa2.binning_data.json,31693,12800,,0,2022-02-14 23:00:02.439,com.sec.android.app.shealth,2022-02-14 23:00:02.439,,1.3579283,43.03689,2.085188,55,t2lQEfg4vc,com.sec.android.app.shealth,0,39e5f438-5b4f-403b-b832-e2fe6ab94fa2.achievement.json,39e5f438-5b4f-403b-b832-e2fe6ab94fa2,1644796800000,
,132,df6d59b4-ef54-4084-9715-0a60f6efb4d6.binning_data.json,66199,12800,,0,2022-02-14 23:00:05.142,com.sec.android.app.shealth,2022-02-14 23:00:05.142,,1.5001714,99.31,5.87,132,BPYUPn3BBR,com.sec.android.app.shealth,0,df6d59b4-ef54-4084-9715-0a60f6efb4d6.achievement.json,df6d59b4-ef54-4084-9715-0a60f6efb4d6,1644796800000,
,2956,8aae0fd5-347f-46b2-bd0f-01d7301a23b6.binning_data.json,1429464,12800,,2,2022-02-15 23:00:22.326,com.sec.android.app.shealth,2022-02-15 23:00:22.326,,1.6084079,2299.162,116.821,2954,BPYUPn3BBR,com.sec.android.app.shealth,0,8aae0fd5-347f-46b2-bd0f-01d7301a23b6.achievement.json,8aae0fd5-347f-46b2-bd0f-01d7301a23b6,1644883200000,
,147,3d5afb37-d758-45e8-9591-c343981c8701.binning_data.json,77040,12800,,0,2022-02-16 23:11:06.611,com.sec.android.app.shealth,2022-02-16 23:11:06.611,,1.5019311,115.71,5.38,147,BPYUPn3BBR,com.sec.android.app.shealth,0,3d5afb37-d758-45e8-9591-c343981c8701.achievement.json,3d5afb37-d758-45e8-9591-c343981c8701,1644969600000,
,16725,0526b9dd-10f5-4b74-b20a-0c01f1cea85b.binning_data.json,8427638,12800,,77,2022-02-18 23:00:10.919,com.sec.android.app.shealth,2022-02-18 23:00:10.919,,1.5538626,13095.392,652.79,16648,BPYUPn3BBR,com.sec.android.app.shealth,0,0526b9dd-10f5-4b74-b20a-0c01f1cea85b.achievement.json,0526b9dd-10f5-4b74-b20a-0c01f1cea85b,1645142400000,
,12647,061818ec-47d2-4f98-a146-8819e7233936.binning_data.json,6304928,12800,,19,2022-02-19 23:00:05.753,com.sec.android.app.shealth,2022-02-19 23:00:05.753,,1.5393568,9705.535,508.61,12628,BPYUPn3BBR,com.sec.android.app.shealth,0,061818ec-47d2-4f98-a146-8819e7233936.achievement.json,061818ec-47d2-4f98-a146-8819e7233936,1645228800000,
,2956,cd84c0b6-3e5d-4979-b3e6-dced8bb047f7.binning_data.json,1429464,12800,,2,2022-02-20 23:00:11.160,com.sec.android.app.shealth,2022-02-14 23:55:12.586,cd84c0b6-3e5d-4979-b3e6-dced8bb047f7.source_info.json,1.6084079,2299.162,116.821,2954,VfS0qUERdZ,com.sec.android.app.shealth,0,cd84c0b6-3e5d-4979-b3e6-dced8bb047f7.achievement.json,cd84c0b6-3e5d-4979-b3e6-dced8bb047f7,1644883200000,
,8720,9c57496c-62ac-47c6-8d41-f3c851067e62.binning_data.json,3815281,12800,,2426,2022-02-20 23:00:06.447,com.sec.android.app.shealth,2022-02-20 23:00:06.447,,1.7953509,6849.768,495.88,6294,BPYUPn3BBR,com.sec.android.app.shealth,0,9c57496c-62ac-47c6-8d41-f3c851067e62.achievement.json,9c57496c-62ac-47c6-8d41-f3c851067e62,1645315200000,
,147,2da63189-aa92-45fb-9afe-79b1947681d1.binning_data.json,77040,12800,,0,2022-02-21 23:00:23.079,com.sec.android.app.shealth,2022-02-16 00:15:37.235,2da63189-aa92-45fb-9afe-79b1947681d1.source_info.json,1.5019311,115.71,5.38,147,VfS0qUERdZ,com.sec.android.app.shealth,0,2da63189-aa92-45fb-9afe-79b1947681d1.achievement.json,2da63189-aa92-45fb-9afe-79b1947681d1,1644969600000,
,10956,929c03ca-eb5a-43d0-9da0-785973dd92c8.binning_data.json,5137721,12800,,174,2022-02-21 23:00:16.639,com.sec.android.app.shealth,2022-02-21 23:00:16.639,,1.7025701,8747.331,442.461,10782,BPYUPn3BBR,com.sec.android.app.shealth,0,929c03ca-eb5a-43d0-9da0-785973dd92c8.achievement.json,929c03ca-eb5a-43d0-9da0-785973dd92c8,1645401600000,
,73,3acdff0c-f882-4ea8-86bd-c378e87066eb.binning_data.json,39259,12800,,0,2022-02-22 23:00:06.100,com.sec.android.app.shealth,2022-02-22 23:00:06.100,,1.441937,56.61,2.84,73,BPYUPn3BBR,com.sec.android.app.shealth,0,3acdff0c-f882-4ea8-86bd-c378e87066eb.achievement.json,3acdff0c-f882-4ea8-86bd-c378e87066eb,1645488000000,
,16725,957dafb9-3257-454d-a0b3-aa03792e0f76.binning_data.json,8427638,12800,,77,2022-02-23 23:00:11.071,com.sec.android.app.shealth,2022-02-18 06:15:35.088,957dafb9-3257-454d-a0b3-aa03792e0f76.source_info.json,1.5538626,13095.392,652.79,16648,VfS0qUERdZ,com.sec.android.app.shealth,0,957dafb9-3257-454d-a0b3-aa03792e0f76.achievement.json,957dafb9-3257-454d-a0b3-aa03792e0f76,1645142400000,
,5691,2a889e93-1fa8-472d-bb32-c4e42103e664.binning_data.json,2813613,12800,,0,2022-02-23 23:00:06.537,com.sec.android.app.shealth,2022-02-23 23:00:06.537,,1.5620018,4394.869,232.409,5691,BPYUPn3BBR,com.sec.android.app.shealth,0,2a889e93-1fa8-472d-bb32-c4e42103e664.achievement.json,2a889e93-1fa8-472d-bb32-c4e42103e664,1645574400000,
,6916,046c4f2e-66b7-464b-82c5-363e22797c74.binning_data.json,3182352,12800,,202,2022-02-24 23:00:06.320,com.sec.android.app.shealth,2022-02-24 23:00:06.320,,1.7411597,5540.983,284.612,6714,BPYUPn3BBR,com.sec.android.app.shealth,0,046c4f2e-66b7-464b-82c5-363e22797c74.achievement.json,046c4f2e-66b7-464b-82c5-363e22797c74,1645660800000,
,12647,b411336b-eef4-4c0d-8854-984f46108844.binning_data.json,6304928,12800,,19,2022-02-24 23:00:11.305,com.sec.android.app.shealth,2022-02-19 07:55:24.397,b411336b-eef4-4c0d-8854-984f46108844.source_info.json,1.5393568,9705.535,508.61,12628,VfS0qUERdZ,com.sec.android.app.shealth,0,b411336b-eef4-4c0d-8854-984f46108844.achievement.json,b411336b-eef4-4c0d-8854-984f46108844,1645228800000,
,8516,1375fe1e-99e0-4827-8d52-303956defaf3.binning_data.json,3807715,12800,,14,2022-02-25 23:00:06.620,com.sec.android.app.shealth,2022-02-25 23:00:06.620,,1.6927346,6445.452,369.909,8502,BPYUPn3BBR,com.sec.android.app.shealth,0,1375fe1e-99e0-4827-8d52-303956defaf3.achievement.json,1375fe1e-99e0-4827-8d52-303956defaf3,1645747200000,
,8720,fbb374e7-8ae1-443e-883b-bb3a64fc9565.binning_data.json,3815281,12800,,2426,2022-02-25 23:00:11.244,com.sec.android.app.shealth,2022-02-20 07:36:05.880,fbb374e7-8ae1-443e-883b-bb3a64fc9565.source_info.json,1.7953509,6849.768,495.88,6294,VfS0qUERdZ,com.sec.android.app.shealth,0,fbb374e7-8ae1-443e-883b-bb3a64fc9565.achievement.json,fbb374e7-8ae1-443e-883b-bb3a64fc9565,1645315200000,
,4038,4ee2cde2-0d9f-48c0-b345-8009e6680d6c.binning_data.json,1790411,12800,,58,2022-02-26 23:04:55.468,com.sec.android.app.shealth,2022-02-26 23:04:55.468,,1.7310798,3099.346,175.891,3980,BPYUPn3BBR,com.sec.android.app.shealth,0,4ee2cde2-0d9f-48c0-b345-8009e6680d6c.achievement.json,4ee2cde2-0d9f-48c0-b345-8009e6680d6c,1645833600000,
,10956,2a8f2c67-5499-41dd-b58b-a6d5e4bd2876.binning_data.json,5137721,12800,,174,2022-02-26 23:04:59.458,com.sec.android.app.shealth,2022-02-21 04:55:27.621,2a8f2c67-5499-41dd-b58b-a6d5e4bd2876.source_info.json,1.7025701,8747.331,442.461,10782,VfS0qUERdZ,com.sec.android.app.shealth,0,2a8f2c67-5499-41dd-b58b-a6d5e4bd2876.achievement.json,2a8f2c67-5499-41dd-b58b-a6d5e4bd2876,1645401600000,
,73,227a7f6e-2c2e-4677-afc9-8ca0c9972bb9.binning_data.json,39259,12800,,0,2022-02-27 23:00:10.856,com.sec.android.app.shealth,2022-02-22 22:15:06.458,227a7f6e-2c2e-4677-afc9-8ca0c9972bb9.source_info.json,1.441937,56.61,2.84,73,VfS0qUERdZ,com.sec.android.app.shealth,0,227a7f6e-2c2e-4677-afc9-8ca0c9972bb9.achievement.json,227a7f6e-2c2e-4677-afc9-8ca0c9972bb9,1645488000000,
,5091,4133734e-0a38-401d-b1e6-651dbc5b076b.binning_data.json,2526154,12800,,38,2022-02-27 23:00:06.224,com.sec.android.app.shealth,2022-02-27 23:00:06.224,,1.5976211,4035.838,202.139,5053,BPYUPn3BBR,com.sec.android.app.shealth,0,4133734e-0a38-401d-b1e6-651dbc5b076b.achievement.json,4133734e-0a38-401d-b1e6-651dbc5b076b,1645920000000,
,7102,e8011822-ace6-4f5e-a1f0-cadf97d849a4.binning_data.json,3400690,12800,,24,2022-02-28 23:00:04.354,com.sec.android.app.shealth,2022-02-28 23:00:04.354,,1.6480396,5604.473,284.78,7078,BPYUPn3BBR,com.sec.android.app.shealth,0,e8011822-ace6-4f5e-a1f0-cadf97d849a4.achievement.json,e8011822-ace6-4f5e-a1f0-cadf97d849a4,1646006400000,
,5691,9eebefbd-f8e7-4843-98ea-df33ad869b42.binning_data.json,2813613,12800,,0,2022-02-28 23:00:06.927,com.sec.android.app.shealth,2022-02-23 02:35:29.510,9eebefbd-f8e7-4843-98ea-df33ad869b42.source_info.json,1.5620018,4394.869,232.409,5691,VfS0qUERdZ,com.sec.android.app.shealth,0,9eebefbd-f8e7-4843-98ea-df33ad869b42.achievement.json,9eebefbd-f8e7-4843-98ea-df33ad869b42,1645574400000,
,4488,f97388de-4f42-4c3a-b7c9-edf14f1337b5.binning_data.json,2100805,12800,,95,2022-03-01 23:00:04.376,com.sec.android.app.shealth,2022-03-01 23:00:04.376,,1.6598425,3487.006,180.0,4393,BPYUPn3BBR,com.sec.android.app.shealth,0,f97388de-4f42-4c3a-b7c9-edf14f1337b5.achievement.json,f97388de-4f42-4c3a-b7c9-edf14f1337b5,1646092800000,
