com.samsung.shealth.tracker.floors_day_summary,6311013,1
create_sh_ver,binning_data,modify_sh_ver,update_time,create_time,floor_count,version_code,deviceuuid,pkg_name,datauuid,day_time
62810050,,62810050,2024-10-24 23:50:51.405,2024-10-24 23:50:51.405,40,1,CdeuO5Zn7i,com.sec.android.app.shealth,98953749-0e25-4c60-ab32-39e0a6f52606,1649721600000,
62810050,,62810050,2024-10-24 23:50:51.706,2024-10-24 23:50:51.706,12,1,CdeuO5Zn7i,com.sec.android.app.shealth,90bd5374-75ba-42fc-8498-13938447477d,1617321600000,
62810050,,62810050,2024-10-24 23:50:51.194,2024-10-24 23:50:51.194,17,1,CdeuO5Zn7i,com.sec.android.app.shealth,e5b50478-0a2b-4fdb-b270-b13694232a81,1646784000000,
62810050,,62810050,2024-10-24 23:50:50.776,2024-10-24 23:50:50.776,12,1,CdeuO5Zn7i,com.sec.android.app.shealth,ae09eb2e-f48b-47c7-80e5-54f6a96ba67e,1660608000000,
62810050,,62810050,2024-10-24 23:50:50.853,2024-10-24 23:50:50.853,2,1,CdeuO5Zn7i,com.sec.android.app.shealth,1b2596db-242f-4a69-9e02-d870ae16b616,1607040000000,
62810050,,62810050,2024-10-24 23:50:51.233,2024-10-24 23:50:51.233,25,1,CdeuO5Zn7i,com.sec.android.app.shealth,5e920315-07c5-4dcc-8430-3a482b98e8c4,1705622400000,
62810050,,62810050,2024-10-24 23:50:50.508,2024-10-24 23:50:50.508,14,1,CdeuO5Zn7i,com.sec.android.app.shealth,6ebca2f1-8e4c-4175-bf87-9c4eb17d4699,1702684800000,
62810050,,62810050,2024-10-24 23:50:52.057,2024-10-24 23:50:52.057,2,1,CdeuO5Zn7i,com.sec.android.app.shealth,235ab15a-14c5-4bde-872a-c942fc220db0,1644969600000,
62810050,,62810050,2024-10-24 23:50:52.159,2024-10-24 23:50:52.159,69,1,CdeuO5Zn7i,com.sec.android.app.shealth,b4939f77-3bf2-418a-ba13-cf91e78bb349,1616716800000,
62810050,,62810050,2024-10-24 23:50:50.807,2024-10-24 23:50:50.807,5,1,CdeuO5Zn7i,com.sec.android.app.shealth,43076185-d3d7-4fd8-90da-556e025fb9b6,1717718400000,
62810050,,62810050,2024-10-24 23:50:51.904,2024-10-24 23:50:51.904,15,1,CdeuO5Zn7i,com.sec.android.app.shealth,6302c33e-b8f0-4d21-95bf-c6bc9d06364f,1645574400000,
62810050,,62810050,2024-10-24 23:50:51.634,2024-10-24 23:50:51.634,19,1,CdeuO5Zn7i,com.sec.android.app.shealth,9acaa3c2-d711-4b1e-b259-014b17b432ea,1664150400000,
62810050,,62810050,2024-10-24 23:50:51.147,2024-10-24 23:50:51.147,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,ed276928-92b0-4894-a979-54a1f58b9b29,1618531200000,
62810050,,62810050,2024-10-24 23:50:51.013,2024-10-24 23:50:51.013,14,1,CdeuO5Zn7i,com.sec.android.app.shealth,049da44c-2614-44f5-afcf-f00ea6025145,1717113600000,
62810050,,62810050,2024-10-24 23:50:51.590,2024-10-24 23:50:51.590,18,1,CdeuO5Zn7i,com.sec.android.app.shealth,b82504ab-1100-4fbc-8d1e-acad1db7f454,1646179200000,
62810050,,62810050,2024-10-24 23:50:51.551,2024-10-24 23:50:51.551,169,1,CdeuO5Zn7i,com.sec.android.app.shealth,9cc8886d-0318-4f1a-8144-abdc0bae23e8,1603497600000,
62810050,,62810050,2024-10-24 23:50:51.670,2024-10-24 23:50:51.670,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,442564d9-ce27-4865-bd54-4ec9d2567c20,1617926400000,
62810050,,62810050,2024-10-24 23:50:51.735,2024-10-24 23:50:51.735,28,1,CdeuO5Zn7i,com.sec.android.app.shealth,f1276e43-bafa-4081-9457-dd0afae726eb,1720051200000,
62810050,,62810050,2024-10-24 23:50:52.665,2024-10-24 23:50:52.665,136,1,CdeuO5Zn7i,com.sec.android.app.shealth,5c1b5704-96d4-4bfb-9660-2af630cd8f04,1601683200000,
62810050,,62810050,2024-10-24 23:50:52.097,2024-10-24 23:50:52.097,28,1,CdeuO5Zn7i,com.sec.android.app.shealth,96216f59-d419-4ae6-b9cf-78bc1bb36932,1650931200000,
62810050,,62810050,2024-10-24 23:50:51.818,2024-10-24 23:50:51.818,20,1,CdeuO5Zn7i,com.sec.android.app.shealth,45f28f51-dc82-4ca5-b3d8-539b3d758954,1706227200000,
62810050,,62810050,2024-10-24 23:50:52.226,2024-10-24 23:50:52.226,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,f5c584ab-1469-480f-98a3-391735f08d24,1722470400000,
62810050,,62810050,2024-10-24 23:50:52.327,2024-10-24 23:50:52.327,50,1,CdeuO5Zn7i,com.sec.android.app.shealth,41426155-1933-46e2-969b-69ed7eb4f0e2,1602892800000,
62810050,,62810050,2024-10-24 23:50:53.167,2024-10-24 23:50:53.167,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,1cdf56b7-4019-44aa-9e0d-5afe8da527fd,1615507200000,
62810050,,62810050,2024-10-24 23:50:52.569,2024-10-24 23:50:52.569,52,1,CdeuO5Zn7i,com.sec.android.app.shealth,4470a780-1120-47f5-bd52-d410fe6cff15,1630540800000,
62810050,,62810050,2024-10-24 23:50:51.952,2024-10-24 23:50:51.952,51,1,CdeuO5Zn7i,com.sec.android.app.shealth,b886f839-a468-456a-ac9c-46411f06f3ce,1631145600000,
62810050,,62810050,2024-10-24 23:50:52.019,2024-10-24 23:50:52.019,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,d5b07468-7fea-47b7-992c-0bbcd041d6f5,1664755200000,
62810050,,62810050,2024-10-24 23:50:52.758,2024-10-24 23:50:52.758,25,1,CdeuO5Zn7i,com.sec.android.app.shealth,eaecd18e-65d3-4e5a-a18b-b612d7dfa6ea,1644364800000,
62810050,,62810050,2024-10-24 23:50:51.971,2024-10-24 23:50:51.971,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,7b1e60ed-d85e-4a00-8054-4ae321e9e772,1707436800000,
62810050,,62810050,2024-10-24 23:50:51.840,2024-10-24 23:50:51.840,119,1,CdeuO5Zn7i,com.sec.android.app.shealth,779cbbf4-3cc4-4a79-bded-5e3b057213a8,1650326400000,
62810050,,62810050,2024-10-24 23:50:52.801,2024-10-24 23:50:52.801,126,1,CdeuO5Zn7i,com.sec.android.app.shealth,02e1b48b-9d55-49b6-96ab-f532edbe9653,1629936000000,
62810050,,62810050,2024-10-24 23:50:52.463,2024-10-24 23:50:52.463,5,1,CdeuO5Zn7i,com.sec.android.app.shealth,14fa09f4-b602-43d0-994c-f73fbee6098d,1665360000000,
62810050,,62810050,2024-10-24 23:50:53.573,2024-10-24 23:50:53.573,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,46d1788b-f2b8-432a-a54e-a12034388bd1,1667174400000,
62810050,,62810050,2024-10-24 23:50:53.075,2024-10-24 23:50:53.075,162,1,CdeuO5Zn7i,com.sec.android.app.shealth,497dd314-500f-495c-b376-9fd10164f844,1601078400000,
62810050,,62810050,2024-10-24 23:50:53.538,2024-10-24 23:50:53.538,7,1,CdeuO5Zn7i,com.sec.android.app.shealth,1f6d9e34-2ebc-469b-a4c1-154b6597cdb7,1652745600000,
62810050,,62810050,2024-10-24 23:50:53.121,2024-10-24 23:50:53.121,10,1,CdeuO5Zn7i,com.sec.android.app.shealth,706e8ef3-0a21-4ed3-b639-0870bae75ba9,1709251200000,
62810050,,62810050,2024-10-24 23:50:53.211,2024-10-24 23:50:53.211,73,1,CdeuO5Zn7i,com.sec.android.app.shealth,75792b41-bd5d-466b-84c0-f113e9d991af,1652140800000,
62810050,,62810050,2024-10-24 23:50:53.487,2024-10-24 23:50:53.487,155,1,CdeuO5Zn7i,com.sec.android.app.shealth,adf0482f-d4b1-4cf3-97f5-db846ca6c81b,1643155200000,
62810050,,62810050,2024-10-24 23:50:52.512,2024-10-24 23:50:52.512,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,95bba96f-d1fa-4af6-8da4-24f5dc2d036d,1721260800000,
62810050,,62810050,2024-10-24 23:50:54.171,2024-10-24 23:50:54.171,24,1,CdeuO5Zn7i,com.sec.android.app.shealth,23cca566-3c97-4d5d-9cdf-372d2c9316b1,1653350400000,
62810050,,62810050,2024-10-24 23:50:52.420,2024-10-24 23:50:52.420,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,87b54e3f-0e4a-42d4-9748-93f9a43543f0,1616112000000,
62810050,,62810050,2024-10-24 23:50:53.698,2024-10-24 23:50:53.698,108,1,CdeuO5Zn7i,com.sec.android.app.shealth,e6eed4a1-0f1f-4bee-946c-1439fe49a5fd,1628726400000,
62810050,,62810050,2024-10-24 23:50:54.042,2024-10-24 23:50:54.042,442,1,CdeuO5Zn7i,com.sec.android.app.shealth,a2f7d93f-595c-4858-b5bf-faad54cce767,1600473600000,
62810050,,62810050,2024-10-24 23:50:52.710,2024-10-24 23:50:52.710,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,b05ba68d-474d-4d16-9c79-a304f35c1868,1651536000000,
62810050,,62810050,2024-10-24 23:50:53.269,2024-10-24 23:50:53.269,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,1a9cc651-46d8-4d94-99d3-35b4b0ee622a,1723680000000,
62810050,,62810050,2024-10-24 23:50:54.512,2024-10-24 23:50:54.512,91,1,CdeuO5Zn7i,com.sec.android.app.shealth,29f23037-0b2d-4313-a4f3-a08b49d3e37b,1653955200000,
62810050,,62810050,2024-10-24 23:50:52.986,2024-10-24 23:50:52.986,2,1,CdeuO5Zn7i,com.sec.android.app.shealth,e1656676-534d-472b-a489-f290bed97c12,1721865600000,
62810050,,62810050,2024-10-24 23:50:52.894,2024-10-24 23:50:52.894,7,1,CdeuO5Zn7i,com.sec.android.app.shealth,29f764e8-2677-4019-a2ea-1e3933688f35,1708041600000,
62810050,,62810050,2024-10-24 23:50:54.786,2024-10-24 23:50:54.786,193,1,CdeuO5Zn7i,com.sec.android.app.shealth,056d93be-a045-44c4-838d-73b7a12c492c,1627516800000,
62810050,,62810050,2024-10-24 23:50:52.855,2024-10-24 23:50:52.855,30,1,CdeuO5Zn7i,com.sec.android.app.shealth,03315218-53c3-49b3-96ee-d18821cc4a5b,1602288000000,
62810050,,62810050,2024-10-24 23:50:53.749,2024-10-24 23:50:53.749,10,1,CdeuO5Zn7i,com.sec.android.app.shealth,3f4a54f2-ad89-45f7-a031-bc32d5fc26be,1614297600000,
62810050,,62810050,2024-10-24 23:50:54.362,2024-10-24 23:50:54.362,14,1,CdeuO5Zn7i,com.sec.android.app.shealth,4fd82095-ba77-4e8d-993f-c87c603c580d,1710460800000,
62810050,,62810050,2024-10-24 23:50:53.308,2024-10-24 23:50:53.308,140,1,CdeuO5Zn7i,com.sec.android.app.shealth,30868b05-4d89-4132-add3-a2e7f3af4cb0,1643760000000,
62810050,,62810050,2024-10-24 23:50:55.238,2024-10-24 23:50:55.238,16,1,CdeuO5Zn7i,com.sec.android.app.shealth,364325fe-dc15-4b48-9125-59093f9f1c51,1724889600000,
62810050,,62810050,2024-10-24 23:50:54.666,2024-10-24 23:50:54.666,22,1,CdeuO5Zn7i,com.sec.android.app.shealth,1a2cd02a-83be-4648-a62c-3635e12a2c10,1641945600000,
62810050,,62810050,2024-10-24 23:50:55.072,2024-10-24 23:50:55.072,41,1,CdeuO5Zn7i,com.sec.android.app.shealth,31667d4a-16e0-4a50-b958-2a056171c08b,1654560000000,
62810050,,62810050,2024-10-24 23:50:53.443,2024-10-24 23:50:53.443,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,a47d3b23-d904-4beb-be49-8aadd4c32a6c,1629331200000,
62810050,,62810050,2024-10-24 23:50:53.910,2024-10-24 23:50:53.910,406,1,CdeuO5Zn7i,com.sec.android.app.shealth,2111f3bc-ebe3-44c9-8bba-08a10ad8a952,1642550400000,
62810050,,62810050,2024-10-24 23:50:54.229,2024-10-24 23:50:54.229,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,02d492fe-9179-4a59-b3b3-ef9f337240de,1613692800000,
62810050,,62810050,2024-10-24 23:50:54.437,2024-10-24 23:50:54.437,349,1,CdeuO5Zn7i,com.sec.android.app.shealth,20880543-d34a-42a8-af77-6cc375905618,1599868800000,
62810050,,62810050,2024-10-24 23:50:55.189,2024-10-24 23:50:55.189,4,1,CdeuO5Zn7i,com.sec.android.app.shealth,6f78a7db-0ccf-41b9-a61c-25f4ee0f47e4,1711065600000,
62810050,,62810050,2024-10-24 23:50:54.714,2024-10-24 23:50:54.714,26,1,CdeuO5Zn7i,com.sec.android.app.shealth,491f2b42-86ea-47e6-8493-60b7add135a7,1668384000000,
62810050,,62810050,2024-10-24 23:50:53.657,2024-10-24 23:50:53.657,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,50ed6879-e040-4085-a061-c1b9777dd37b,1709856000000,
62810050,,62810050,2024-10-24 23:50:55.412,2024-10-24 23:50:55.412,112,1,CdeuO5Zn7i,com.sec.android.app.shealth,29666c2e-bd7a-4401-821c-25453541082d,1642464000000,
62810050,,62810050,2024-10-24 23:50:54.319,2024-10-24 23:50:54.319,364,1,CdeuO5Zn7i,com.sec.android.app.shealth,6a33bad9-9321-4887-a737-dba9420447b5,1599264000000,
62810050,,62810050,2024-10-24 23:50:54.545,2024-10-24 23:50:54.545,4,1,CdeuO5Zn7i,com.sec.android.app.shealth,92e7281e-a610-48cb-a8cd-5982c5406b17,1725494400000,
62810050,,62810050,2024-10-24 23:50:53.396,2024-10-24 23:50:53.396,17,1,CdeuO5Zn7i,com.sec.android.app.shealth,d96dbd77-aa22-4b2b-93fd-fec125910324,1666569600000,
62810050,,62810050,2024-10-24 23:50:53.840,2024-10-24 23:50:53.840,18,1,CdeuO5Zn7i,com.sec.android.app.shealth,beca5c78-cd1f-43fd-88a6-bc7664d29142,1723075200000,
62810050,,62810050,2024-10-24 23:50:54.411,2024-10-24 23:50:54.411,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,974b6524-3df2-4107-a9d8-df296abac213,1667779200000,
62810050,,62810050,2024-10-24 23:50:55.476,2024-10-24 23:50:55.476,117,1,CdeuO5Zn7i,com.sec.android.app.shealth,dc981061-569f-425a-a6eb-377a311758ee,1628035200000,
62810050,,62810050,2024-10-24 23:50:55.562,2024-10-24 23:50:55.562,43,1,CdeuO5Zn7i,com.sec.android.app.shealth,4fe721d5-8df4-4ab8-9434-6b818d24c942,1657497600000,
62810050,,62810050,2024-10-24 23:50:55.101,2024-10-24 23:50:55.101,20,1,CdeuO5Zn7i,com.sec.android.app.shealth,e2c68833-97f7-4a11-ac98-266b2c3a9bbb,1668988800000,
62810050,,62810050,2024-10-24 23:50:55.876,2024-10-24 23:50:55.876,24,1,CdeuO5Zn7i,com.sec.android.app.shealth,146969b6-e053-4f2b-aa01-54aa79a1bc05,1701388800000,
62810050,,62810050,2024-10-24 23:50:55.168,2024-10-24 23:50:55.168,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,17732556-6b48-4a78-bfef-e8627e66e85c,1626912000000,
62810050,,62810050,2024-10-24 23:50:55.858,2024-10-24 23:50:55.858,284,1,CdeuO5Zn7i,com.sec.android.app.shealth,a998e97c-b53c-412b-8289-4b15f8843615,1599177600000,
62810050,,62810050,2024-10-24 23:50:55.430,2024-10-24 23:50:55.430,5,1,CdeuO5Zn7i,com.sec.android.app.shealth,01986a43-a806-400a-9eb0-d10d2914bf01,1614211200000,
62810050,,62810050,2024-10-24 23:50:54.908,2024-10-24 23:50:54.908,189,1,CdeuO5Zn7i,com.sec.android.app.shealth,1a0b45b8-3349-4c40-9d42-a10cfb142eb2,1598659200000,
62810050,,62810050,2024-10-24 23:50:54.390,2024-10-24 23:50:54.390,26,1,CdeuO5Zn7i,com.sec.android.app.shealth,fbd97d32-3340-4807-9f2d-60ee3bcac005,1628121600000,
62810050,,62810050,2024-10-24 23:50:56.008,2024-10-24 23:50:56.008,99,1,CdeuO5Zn7i,com.sec.android.app.shealth,7e06dd29-ad37-4e21-860a-6e4e3a3de8dd,1597968000000,
62810050,,62810050,2024-10-24 23:50:55.000,2024-10-24 23:50:55.000,113,1,CdeuO5Zn7i,com.sec.android.app.shealth,8a5d8d9d-932b-45ae-892c-00ad5db596c6,1641340800000,
62810050,,62810050,2024-10-24 23:50:55.510,2024-10-24 23:50:55.510,7,1,CdeuO5Zn7i,com.sec.android.app.shealth,9b6a8092-0094-4d69-b413-373a36e6e8ca,1713398400000,
62810050,,62810050,2024-10-24 23:50:55.801,2024-10-24 23:50:55.801,56,1,CdeuO5Zn7i,com.sec.android.app.shealth,b862019e-8679-4877-ba0f-41bcea2c5fe2,1658102400000,
62810050,,62810050,2024-10-24 23:50:55.215,2024-10-24 23:50:55.215,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,22469983-c7eb-4d4c-acd0-d1ce31dd1465,1613088000000,
62810050,,62810050,2024-10-24 23:50:56.219,2024-10-24 23:50:56.219,89,1,CdeuO5Zn7i,com.sec.android.app.shealth,f388474d-5b64-42f1-8e6f-aeecd5dbd330,1626220800000,
62810050,,62810050,2024-10-24 23:50:55.582,2024-10-24 23:50:55.582,23,1,CdeuO5Zn7i,com.sec.android.app.shealth,91d4a35b-ee98-4fa7-a093-1b703f0b5013,1641859200000,
62810050,,62810050,2024-10-24 23:50:55.599,2024-10-24 23:50:55.599,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,78c5f17e-c32a-423d-b7b7-c621db50f682,1671926400000,
62810050,,62810050,2024-10-24 23:50:55.330,2024-10-24 23:50:55.330,375,1,CdeuO5Zn7i,com.sec.android.app.shealth,79d5bd15-520c-45aa-8618-3be87491b2ef,1599782400000,
62810050,,62810050,2024-10-24 23:50:55.638,2024-10-24 23:50:55.638,71,1,CdeuO5Zn7i,com.sec.android.app.shealth,5b66d786-a700-44de-89f1-686ab0dcfd16,1627430400000,
62810050,,62810050,2024-10-24 23:50:55.660,2024-10-24 23:50:55.660,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,ea868452-ed2d-4fc0-9fa3-c38353344534,1613001600000,
62810050,,62810050,2024-10-24 23:50:56.172,2024-10-24 23:50:56.172,230,1,CdeuO5Zn7i,com.sec.android.app.shealth,56d33304-bcb2-4a7c-9a45-22cdf15e0c8d,1598572800000,
62810050,,62810050,2024-10-24 23:50:55.916,2024-10-24 23:50:55.916,7,1,CdeuO5Zn7i,com.sec.android.app.shealth,2a065be3-921a-4317-822e-2fda13ae793c,1612396800000,
62810050,,62810050,2024-10-24 23:50:56.105,2024-10-24 23:50:56.105,132,1,CdeuO5Zn7i,com.sec.android.app.shealth,99a42bc8-9caa-4b44-ab73-01d3c747e21e,1626825600000,
62810050,,62810050,2024-10-24 23:50:55.349,2024-10-24 23:50:55.349,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,f51cef81-d93d-40cf-8694-aaa58edbec28,1714003200000,
62810050,,62810050,2024-10-24 23:50:56.062,2024-10-24 23:50:56.062,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,8d60e3a0-c5fa-41f3-ace1-69277ca42497,1658707200000,
62810050,,62810050,2024-10-24 23:50:56.265,2024-10-24 23:50:56.265,51,1,CdeuO5Zn7i,com.sec.android.app.shealth,f2af449b-58c4-4c88-a167-d8132a251ffd,1640649600000,
62810050,,62810050,2024-10-24 23:50:56.330,2024-10-24 23:50:56.330,31,1,CdeuO5Zn7i,com.sec.android.app.shealth,c299fee9-64b7-45e5-bbc2-0e7388ea5d62,1700784000000,
62810050,,62810050,2024-10-24 23:50:56.743,2024-10-24 23:50:56.743,4,1,CdeuO5Zn7i,com.sec.android.app.shealth,5b3e519c-1e8c-4020-b826-42bd1d857375,1610582400000,
62810050,,62810050,2024-10-24 23:50:56.365,2024-10-24 23:50:56.365,12,1,CdeuO5Zn7i,com.sec.android.app.shealth,8aaa23e0-8dba-4719-88a7-7ffe373be04a,1716422400000,
62810050,,62810050,2024-10-24 23:50:56.403,2024-10-24 23:50:56.403,2,1,CdeuO5Zn7i,com.sec.android.app.shealth,6a014091-2957-460f-913c-f526dd827355,1659312000000,
62810050,,62810050,2024-10-24 23:50:56.598,2024-10-24 23:50:56.598,12,1,CdeuO5Zn7i,com.sec.android.app.shealth,aab98788-fcab-45da-8ac4-a2240749d836,1611792000000,
62810050,,62810050,2024-10-24 23:50:56.429,2024-10-24 23:50:56.429,85,1,CdeuO5Zn7i,com.sec.android.app.shealth,5385849f-70dd-4c91-89ec-2b5601aa99a1,1640044800000,
62810050,,62810050,2024-10-24 23:50:56.449,2024-10-24 23:50:56.449,4,1,CdeuO5Zn7i,com.sec.android.app.shealth,d114b2ea-e206-4275-a7ae-d92e365f983b,1701993600000,
62810050,,62810050,2024-10-24 23:50:56.509,2024-10-24 23:50:56.509,14,1,CdeuO5Zn7i,com.sec.android.app.shealth,52a23fec-f930-44d2-9a71-93a5f86037a8,1597363200000,
62810050,,62810050,2024-10-24 23:50:56.573,2024-10-24 23:50:56.573,87,1,CdeuO5Zn7i,com.sec.android.app.shealth,d474a880-d905-4037-8f5f-a60bc3a66fdf,1625616000000,
62810050,,62810050,2024-10-24 23:50:56.809,2024-10-24 23:50:56.809,1,1,CdeuO5Zn7i,com.sec.android.app.shealth,57b74649-c5f9-475b-b840-282c71d18d06,1611187200000,
62810050,,62810050,2024-10-24 23:50:56.860,2024-10-24 23:50:56.860,2,1,CdeuO5Zn7i,com.sec.android.app.shealth,27419ac5-46ff-4bd4-9c4a-82c0136d33e7,1660521600000,
62810050,,62810050,2024-10-24 23:50:56.829,2024-10-24 23:50:56.829,107,1,CdeuO5Zn7i,com.sec.android.app.shealth,f4d43ac6-abb5-4fdf-9985-05e06d34cf4c,1625011200000,
62810050,,62810050,2024-10-24 23:50:57.012,2024-10-24 23:50:57.012,7,1,CdeuO5Zn7i,com.sec.android.app.shealth,df9885cb-7669-4cb7-81d8-7e5ef49782c7,1661126400000,
62810050,,62810050,2024-10-24 23:50:56.716,2024-10-24 23:50:56.716,36,1,CdeuO5Zn7i,com.sec.android.app.shealth,273791ad-daec-4ed2-9ea5-b811ac022b47,1596758400000,
62810050,,62810050,2024-10-24 23:50:56.661,2024-10-24 23:50:56.661,3,1,CdeuO5Zn7i,com.sec.android.app.shealth,0551d75d-6671-4d22-9ead-7e867127ce1b,1659916800000,
62810050,,62810050,2024-10-24 23:50:57.099,2024-10-24 23:50:57.099,32,1,CdeuO5Zn7i,com.sec.android.app.shealth,3bbc9265-e65d-4d45-9b5d-f14d69323af6,1623801600000,
62810050,,62810050,2024-10-24 23:50:57.303,2024-10-24 23:50:57.303,23,1,CdeuO5Zn7i,com.sec.android.app.shealth,f4e3f5c7-d42e-4049-98b7-a89a94484a2b,1609372800000,
62810050,,62810050,2024-10-24 23:50:56.927,2024-10-24 23:50:56.927,180,1,CdeuO5Zn7i,com.sec.android.app.shealth,688c7e9f-5dda-4920-8b6d-b7699b41fada,1609977600000,
62810050,,62810050,2024-10-24 23:50:57.181,2024-10-24 23:50:57.181,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,d41f9677-45c2-4d72-96aa-fd951436e800,1704412800000,
62810050,,62810050,2024-10-24 23:50:56.769,2024-10-24 23:50:56.769,28,1,CdeuO5Zn7i,com.sec.android.app.shealth,448385fa-995d-4320-89b0-95626999a1b4,1702598400000,
62810050,,62810050,2024-10-24 23:50:57.276,2024-10-24 23:50:57.276,27,1,CdeuO5Zn7i,com.sec.android.app.shealth,8a622bfc-ec28-40d1-8422-687e897cdfd2,1595548800000,
62810050,,62810050,2024-10-24 23:50:57.037,2024-10-24 23:50:57.037,54,1,CdeuO5Zn7i,com.sec.android.app.shealth,983cae60-2ac9-4d89-ae6e-e676397583d1,1703203200000,
62810050,,62810050,2024-10-24 23:50:56.988,2024-10-24 23:50:56.988,179,1,CdeuO5Zn7i,com.sec.android.app.shealth,0c1f7b22-7fd2-4863-a72d-5e1752e7d609,1596153600000,
62810050,,62810050,2024-10-24 23:50:57.320,2024-10-24 23:50:57.320,21,1,CdeuO5Zn7i,com.sec.android.app.shealth,942cc4aa-b3b0-400c-9f13-766fbf1f596e,1662336000000,
62810050,,62810050,2024-10-24 23:50:57.445,2024-10-24 23:50:57.445,80,1,CdeuO5Zn7i,com.sec.android.app.shealth,ec7cee8d-1412-4929-86ff-68ea4b0171e7,1608768000000,
62810050,,62810050,2024-10-24 23:50:56.968,2024-10-24 23:50:56.968,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,dcb5ec66-7e8e-45b9-94c3-fe39d5096b70,1717632000000,
62810050,,62810050,2024-10-24 23:50:57.350,2024-10-24 23:50:57.350,14,1,CdeuO5Zn7i,com.sec.android.app.shealth,191f79fb-286e-4355-9c84-2a7b71c8c69e,1718236800000,
62810050,,62810050,2024-10-24 23:50:56.893,2024-10-24 23:50:56.893,195,1,CdeuO5Zn7i,com.sec.android.app.shealth,b73a48a0-7547-4a33-a1e6-e44c49b8ee27,1624406400000,
62810050,,62810050,2024-10-24 23:50:57.593,2024-10-24 23:50:57.593,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,5887c344-6a65-404a-9014-d5efe590c6c2,1722384000000,
62810050,,62810050,2024-10-24 23:50:57.654,2024-10-24 23:50:57.654,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,c6b2a6d6-bb9b-42c3-8433-71cfa9313a14,1707350400000,
62810050,,62810050,2024-10-24 23:50:57.409,2024-10-24 23:50:57.409,38,1,CdeuO5Zn7i,com.sec.android.app.shealth,470fa12a-a151-47cc-b292-46af46ae4a90,1622592000000,
62810050,,62810050,2024-10-24 23:50:56.942,2024-10-24 23:50:56.942,15,1,CdeuO5Zn7i,com.sec.android.app.shealth,8dcc73fa-c7fc-4682-9f93-ba1ff77dc552,1703808000000,
62810050,,62810050,2024-10-24 23:50:57.967,2024-10-24 23:50:57.967,28,1,CdeuO5Zn7i,com.sec.android.app.shealth,7e02f1d0-9258-4a33-a5b6-355de5b1aa2c,1647302400000,
62810050,,62810050,2024-10-24 23:50:57.227,2024-10-24 23:50:57.227,13,1,CdeuO5Zn7i,com.sec.android.app.shealth,6e3bb40b-70a3-4ee6-a7a2-58ba87d2bb10,1623196800000,
62810050,,62810050,2024-10-24 23:50:57.470,2024-10-24 23:50:57.470,4,1,CdeuO5Zn7i,com.sec.android.app.shealth,ed19ca02-dd07-4d53-9853-9e56a335996a,1620259200000,
62810050,,62810050,2024-10-24 23:50:57.382,2024-10-24 23:50:57.382,8,1,CdeuO5Zn7i,com.sec.android.app.shealth,cdac807e-cd31-4d32-bbe9-4032d924a2d2,1705017600000,
62810050,,62810050,2024-10-24 23:50:57.726,2024-10-24 23:50:57.726,6,1,CdeuO5Zn7i,com.sec.android.app.shealth,5d8c1629-2f82-4cb4-aa09-0d0402e8e0ee,1605225600000,
62810050,,62810050,2024-10-24 23:50:58.308,2024-10-24 23:50:58.308,9,1,CdeuO5Zn7i,com.sec.android.app.shealth,048bce38-8e1f-4f62-8041-987bc67c643e,1604620800000,
62810050,,62810050,2024-10-24 23:50:57.499,2024-10-24 23:50:57.499,14,1,CdeuO5Zn7i,com.sec.android.app.shealth,73c37615-e6ae-4cce-bf82-4cc2fee80a05,1650844800000,
62810050,,62810050,2024-10-24 23:50:57.625,2024-10-24 23:50:57.625,27,1,CdeuO5Zn7i,com.sec.android.app.shealth,4dd3f3de-5ba5-4da5-8775-44b2addf2f84,1606435200000,
62810050,,62810050,2024-10-24 23:50:57.905,2024-10-24 23:50:57.905,42,1,CdeuO5Zn7i,com.sec.android.app.shealth,e40375bd-5a82-4129-8797-f56a95fcbe64,1652054400000,
