com.samsung.shealth.rewards,6311013,5
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
,2021-02-06 10:31:28.923,,,,2021-02-07 14:14:49.543,2021-02-06 10:31:29.011,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":173,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-06 10:31:28.923,67623f8a-0a44-48ce-a6dc-a8ad36a75a4f,0,
,2021-02-07 14:14:49.503,,,,2021-02-08 17:33:12.009,2021-02-07 14:14:49.555,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":82,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-07 14:14:49.503,63bc7ea3-e92e-4a53-a420-ebe563921801,0,
,2021-02-08 17:33:11.913,,,,2021-02-09 15:55:34.108,2021-02-08 17:33:12.016,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":115,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-08 17:33:11.913,ae540634-0c22-4409-a240-63cf454ebb57,0,
,2021-01-13 11:15:21.842,,,,2021-02-09 22:09:42.971,2021-01-13 11:15:21.925,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":165,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-01-13 11:15:21.842,23470247-c0ea-4d90-8012-dc0e340c128a,0,
,2021-02-09 15:55:34.036,,,,2021-02-11 17:52:21.709,2021-02-09 15:55:34.109,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":125,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-09 15:55:34.036,3bb5d85b-f32a-4578-a7c6-d6c2286e6b5c,0,
,2021-02-14 16:35:25.750,,,,2021-02-15 18:56:27.485,2021-02-14 16:35:25.818,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":107,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-14 16:35:25.750,e8313fe0-8e76-468f-bbc3-46d7e3437383,0,
,2021-02-15 18:56:27.409,,,,2021-02-16 16:43:57.897,2021-02-15 18:56:27.495,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":68,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-15 18:56:27.409,0261208f-8380-4bdd-a8e4-576729a7cbc0,0,
,2021-02-16 16:43:57.854,,,,2021-02-17 14:55:09.593,2021-02-16 16:43:57.900,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":85,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-16 16:43:57.854,f8d82630-8927-4ac8-a145-a91e92c2a5c1,0,
,2021-01-23 15:39:57.964,,,,2021-02-19 09:07:45.989,2021-01-23 15:39:58.036,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":134,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-01-23 15:39:57.964,37e51d64-4bd0-4095-82ad-be3d5c7005b6,0,
,2021-02-19 17:37:49.503,,,,2021-02-20 11:24:40.787,2021-02-19 17:37:49.557,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":185,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-19 17:37:49.503,bc19547e-5eec-4496-9a37-4efded35e51a,0,
,2021-02-20 11:24:40.727,,,,2021-02-21 12:16:29.632,2021-02-20 11:24:40.793,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":155,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-20 11:24:40.727,ad768678-a30f-47ae-9f2d-5d97e61609ce,0,
,2021-02-23 20:35:36.129,,,,2021-02-24 16:51:27.080,2021-02-23 20:35:36.181,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":66,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-23 20:35:36.129,baf65cb5-6eca-474e-b318-0680b230b086,0,
,2021-02-25 16:15:36.271,,,,2021-02-26 17:30:04.928,2021-02-25 16:15:36.359,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":95,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-25 16:15:36.271,1da16728-c8dd-4ada-a518-6993a96439ab,0,
,2021-02-26 17:30:04.857,,,,2021-02-27 11:05:15.038,2021-02-26 17:30:04.931,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":143,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-26 17:30:04.857,5814c03f-dd14-4da3-a42d-ed66c64d58e2,0,
,2021-01-31 12:35:37.820,,,,2021-02-27 14:21:37.409,2021-01-31 12:35:37.893,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":78,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-01-31 12:35:37.820,19debe37-61f0-4eed-b5fe-7c34c15f2509,0,
,2021-02-27 11:05:14.965,,,,2021-02-28 12:15:23.218,2021-02-27 11:05:15.047,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":188,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-27 11:05:14.965,a1aa5916-bade-433b-b36f-6fa2ddca66e3,0,
,2021-02-28 12:15:23.117,,,,2021-03-04 16:25:52.486,2021-02-28 12:15:23.223,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":85,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-28 12:15:23.117,7dbbde91-f8ad-499e-9f9b-4e922cf5a83f,0,
,2021-03-05 19:09:25.798,,,,2021-03-06 10:43:29.108,2021-03-05 19:09:25.931,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":76,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-05 19:09:25.798,b0ee150c-e33d-4c96-a983-42cc6d64864c,0,
,2021-03-06 10:43:29.053,,,,2021-03-07 22:35:34.156,2021-03-06 10:43:29.111,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":188,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-06 10:43:29.053,3cd9bdfa-fb67-45a8-a2e5-d5a4c7b823b8,0,
,2021-02-11 17:52:21.651,,,,2021-03-09 10:56:16.089,2021-02-11 17:52:21.714,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":72,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-11 17:52:21.651,2c8750c6-ca90-4bd1-a67b-8f4a20db9d80,0,
,2021-03-07 22:35:34.106,,,,2021-03-09 20:18:00.303,2021-03-07 22:35:34.160,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-07 22:35:34.106,432f7874-3a51-4298-a01a-0688cfb354f6,0,
,2021-03-09 20:18:00.148,,,,2021-03-10 13:55:29.425,2021-03-09 20:18:00.351,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":66,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-09 20:18:00.148,9e8f97a1-3f48-4772-86d1-e56ab8b38d4b,0,
,2021-02-12 21:15:12.194,,,,2021-03-11 16:59:42.898,2021-02-12 21:15:12.287,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":81,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-12 21:15:12.194,e7d10779-58ab-400f-b151-d43c62ce35df,0,
,2021-02-13 10:52:22.545,,,,2021-03-11 16:59:43.145,2021-02-13 10:52:22.594,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":146,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-13 10:52:22.545,c370d4c8-0213-4631-aa76-4a88fbe7f2e9,0,
,2021-03-12 17:35:49.071,,,,2021-03-13 10:56:26.649,2021-03-12 17:35:49.170,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":128,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-12 17:35:49.071,9a6f354b-5140-4301-99f1-8a41ecc66eac,0,
,2021-03-10 13:55:29.216,,,,2021-03-12 17:35:49.160,2021-03-10 13:55:29.430,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":69,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-10 13:55:29.216,2e2bd4c2-3512-4029-8e68-ad97488eae5e,0,
,2021-03-14 11:35:09.272,,,,2021-03-15 21:35:57.416,2021-03-14 11:35:09.326,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":170,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-14 11:35:09.272,6f806666-ff72-4f47-b7b6-d6217f6e6330,0,
,2021-02-18 16:35:05.202,,,,2021-03-16 15:14:08.868,2021-02-18 16:35:05.287,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":108,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-18 16:35:05.202,caaba2bd-8656-4688-a4ee-415b06898a69,0,
,2021-02-17 14:55:09.523,,,,2021-03-16 15:14:08.485,2021-02-17 14:55:09.598,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":91,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-17 14:55:09.523,3c918446-6335-41be-b5aa-053fa3b216b4,0,
,2021-03-15 21:35:57.335,,,,2021-03-16 17:36:14.751,2021-03-15 21:35:57.419,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-15 21:35:57.335,401c5610-32cc-4cfe-b405-8512f3917481,0,
,2021-02-21 12:16:29.586,,,,2021-03-20 00:50:08.272,2021-02-21 12:16:29.644,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":99,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-21 12:16:29.586,2c49e18a-c060-48ad-9cfd-4e954558afc9,0,
,2021-03-19 15:55:03.254,,,,2021-03-20 10:44:54.880,2021-03-19 15:55:03.328,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":183,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-19 15:55:03.254,49145ef1-7041-49f8-b873-8a1a5ffb89fd,0,
,2021-03-20 10:44:54.792,,,,2021-03-21 16:33:12.959,2021-03-20 10:44:54.885,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":258,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-20 10:44:54.792,bdb0ab4c-cc72-44bc-80d6-9ada3a8d3ab9,0,
,2021-02-24 16:51:27.052,,,,2021-03-22 11:17:48.678,2021-02-24 16:51:27.086,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":71,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-02-24 16:51:27.052,8a285ba1-38b0-48a7-b97e-73b18853e82d,0,
,2021-03-21 16:33:12.865,,,,2021-03-22 17:59:09.279,2021-03-21 16:33:12.961,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":89,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-21 16:33:12.865,9c738f14-e568-4225-80dd-88644b048d13,0,
,2021-03-22 17:59:09.196,,,,2021-03-23 17:50:18.932,2021-03-22 17:59:09.284,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":false,""mValue"":75,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-22 17:59:09.196,a4d251cf-ca94-4e52-97c4-c57ecca7c197,0,
,2021-03-29 19:55:12.746,,,,2021-03-30 20:35:36.230,2021-03-29 19:55:12.806,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":64,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-29 19:55:12.746,ee59e021-8405-4e36-b85f-dcf68e3f494e,0,
,2021-03-04 16:25:52.366,,,,2021-03-31 11:52:02.311,2021-03-04 16:25:52.494,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":74,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-04 16:25:52.366,33c1e4e6-af1a-4203-94f0-07f95525d51c,0,
,2021-03-31 10:55:18.393,,,,2021-04-01 12:08:44.119,2021-03-31 10:55:18.490,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":308,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-31 10:55:18.393,76ea48ab-4565-4f80-9abe-b9c34fda89ee,0,
,2021-04-02 15:28:28.077,,,,2021-04-03 11:44:26.496,2021-04-02 15:28:28.267,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":178,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-02 15:28:28.077,c64b1cac-ee89-4ad3-a0cd-b6b1f3144ce5,0,
,2021-04-03 11:44:26.442,,,,2021-04-04 15:07:17.053,2021-04-03 11:44:26.502,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":162,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-03 11:44:26.442,5e9c056b-e656-4c02-88f9-a64701120550,0,
,2021-04-07 15:45:49.913,,,,2021-04-08 13:49:45.779,2021-04-07 15:45:50.030,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":106,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-07 15:45:49.913,5c22b770-f9af-446a-885e-ff7a653ff03c,0,
,2021-03-13 10:56:26.506,,,,2021-04-09 10:56:07.271,2021-03-13 10:56:26.663,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":183,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-13 10:56:26.506,299d082e-1f61-47d2-b349-318a8c660630,0,
,2021-04-08 13:49:45.696,,,,2021-04-09 14:36:02.972,2021-04-08 13:49:45.783,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":186,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-08 13:49:45.696,9e7e70dc-48d7-4d73-905c-6d92c2bf4965,0,
,2021-04-09 14:36:02.940,,,,2021-04-10 12:35:29.363,2021-04-09 14:36:02.974,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":84,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-09 14:36:02.940,1d3d5823-b4e9-4f65-be2e-04c23fe7670c,0,
,2021-04-10 12:35:29.307,,,,2021-04-11 10:33:20.881,2021-04-10 12:35:29.365,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":105,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-10 12:35:29.307,ef1a8f63-093b-4ea4-b0d5-22b199ba26ab,0,
,2021-03-18 14:55:20.930,,,,2021-04-12 10:44:02.953,2021-03-18 14:55:20.987,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":110,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-18 14:55:20.930,dcae49dc-5d47-4cfe-9e64-83fd02ce0f43,0,
,2021-03-16 17:36:14.699,,,,2021-04-12 10:44:02.440,2021-03-16 17:36:14.765,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":86,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-16 17:36:14.699,97ea1c00-4960-4b09-8fa2-3d597899ca10,0,
,2021-03-17 14:03:26.411,,,,2021-04-12 10:44:02.622,2021-03-17 14:03:26.517,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":227,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-17 14:03:26.411,d2f11790-4c83-4547-beeb-48d618845aba,0,
,2021-04-16 19:16:17.100,,,,2021-04-17 16:21:12.990,2021-04-16 19:16:17.189,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":65,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-16 19:16:17.100,6a2f025a-f6dd-4a0c-9b77-85708952c35f,0,
,2021-04-17 16:21:12.840,,,,2021-04-18 10:15:15.327,2021-04-17 16:21:13.004,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":63,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-17 16:21:12.840,1090faab-597a-455a-a2aa-8152d731fe04,0,
,2021-03-23 17:50:18.861,,,,2021-04-19 15:31:25.199,2021-03-23 17:50:18.932,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":80,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-23 17:50:18.861,e691d0dd-160e-4b14-9ce3-563be9a4b769,0,
,2021-03-24 16:28:19.366,,,,2021-04-19 15:31:25.407,2021-03-24 16:28:19.431,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":82,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-24 16:28:19.366,6dde606b-b526-4e57-bef4-f128b28ecd39,0,
,2021-03-25 15:34:45.006,,,,2021-04-21 13:55:43.440,2021-03-25 15:34:45.073,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":89,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-25 15:34:45.006,87cb9045-ecf1-4218-b91c-715100032962,0,
,2021-03-27 17:38:25.435,,,,2021-04-21 13:55:44.069,2021-03-27 17:38:25.491,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":92,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-27 17:38:25.435,f3bbae48-c5f1-4ea5-a25d-02694e576fe0,0,
,2021-03-26 18:12:46.640,,,,2021-04-22 15:35:21.828,2021-03-26 18:12:46.713,,,goal_activity_reward_goal_achieved,UTC+0100,"{""mIsCompleted"":true,""mValue"":171,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-26 18:12:46.640,986011ea-e92d-4359-90a2-e03062588707,0,
,2021-04-21 17:15:43.959,,,,2021-04-22 21:15:57.687,2021-04-21 17:15:44.008,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":103,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-21 17:15:43.959,c3429fb6-15af-4116-9262-6e5b2235b36c,0,
,2021-04-22 21:15:57.513,,,,2021-04-23 14:55:16.317,2021-04-22 21:15:57.699,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-22 21:15:57.513,4f9b8147-af70-46cf-8520-d00880ad9d8e,0,
,2021-03-30 20:35:36.187,,,,2021-04-26 10:51:10.394,2021-03-30 20:35:36.241,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":63,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-03-30 20:35:36.187,60eec02c-183e-4bcd-843d-65501bab0b2b,0,
,2021-04-01 12:08:44.022,,,,2021-04-28 08:45:22.937,2021-04-01 12:08:44.123,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":154,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-01 12:08:44.022,9e310f27-d79a-4fd8-81cc-8c7cd63d96ea,0,
,2021-04-28 09:21:17.880,,,,2021-04-29 20:56:39.962,2021-04-28 09:21:17.942,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":139,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-28 09:21:17.880,2cac50b7-c39f-45ba-94e6-1a487ec8bba3,0,
,2021-04-29 20:56:39.894,,,,2021-04-30 15:19:21.349,2021-04-29 20:56:39.964,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-29 20:56:39.894,a39cf3db-c6f2-4c16-a6d1-196cbebd158f,0,
,2021-04-06 15:47:33.605,,,,2021-05-01 14:01:59.656,2021-04-06 15:47:33.668,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":76,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-06 15:47:33.605,ededd030-2699-480c-93b9-bb5de86f2a47,0,
,2021-04-05 11:15:36.860,,,,2021-05-01 14:01:59.543,2021-04-05 11:15:36.909,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":98,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-05 11:15:36.860,c02c63d9-9bed-4a5d-86e5-9c6573c07fc5,0,
,2021-04-04 15:07:16.976,,,,2021-05-01 14:01:59.365,2021-04-04 15:07:17.057,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":107,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-04 15:07:16.976,936f3a74-1460-419b-a638-dccaddf3604e,0,
,2021-04-30 15:19:21.292,,,,2021-05-02 17:35:39.925,2021-04-30 15:19:21.351,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":193,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-30 15:19:21.292,368ba6e3-9231-449a-92d3-70892d7e01e9,0,
,2021-05-02 17:35:39.851,,,,2021-05-03 16:15:34.095,2021-05-02 17:35:39.929,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":71,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-05-02 17:35:39.851,3428dca4-5cef-41ae-8849-ff8739f9910d,0,
,2021-05-03 16:15:34.045,,,,2021-05-04 15:35:16.279,2021-05-03 16:15:34.099,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":90,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-05-03 16:15:34.045,912581ba-c573-499d-9284-df5076c5e18e,0,
,2021-05-04 15:35:16.223,,,,2021-05-05 12:43:08.751,2021-05-04 15:35:16.280,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":204,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-05-04 15:35:16.223,f1b84284-4e69-4fb6-9421-517bf44fadec,0,
,2021-05-05 12:43:08.689,,,,2021-05-06 16:35:33.380,2021-05-05 12:43:08.754,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":105,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-05-05 12:43:08.689,e85879e5-4a99-48d1-818f-014a3d3bd6b5,0,
,2021-04-11 10:33:20.745,,,,2021-05-08 13:21:47.743,2021-04-11 10:33:20.887,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":173,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-11 10:33:20.745,48041d90-8ba8-4389-a133-34e5d7ea1825,0,
,2021-04-13 16:35:36.461,,,,2021-05-10 15:35:43.343,2021-04-13 16:35:36.587,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":66,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-13 16:35:36.461,a0b06243-fdf2-4e56-8ced-f7ac03edb4eb,0,
,2021-04-14 19:16:40.389,,,,2021-05-11 15:38:30.161,2021-04-14 19:16:40.493,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":69,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-04-14 19:16:40.389,737b3b3c-83c2-4111-912a-9113f9ccc953,0,
,2021-05-09 11:44:28.424,,,,2021-05-11 16:35:10.308,2021-05-09 11:44:28.488,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":172,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-05-09 11:44:28.424,aa388896-d7c5-41d8-a7ae-512f50f942eb,0,
,2021-05-11 16:35:10.248,,,,2021-05-12 15:55:35.859,2021-05-11 16:35:10.313,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":73,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-05-11 16:35:10.248,2fdd6b28-4c44-4be3-a7fe-b870b27de460,0,
,2021-05-12 15:55:35.784,,,,2021-05-13 15:15:38.479,2021-05-12 15:55:35.863,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":84,""mValue2"":60}",t2lQEfg4vc,com.sec.android.app.shealth,goal.activity,2021-05-12 15:55:35.784,c288fd6a-770e-48ac-a76d-3feed20498c8,0,
