com.samsung.shealth.calories_burned.details,6311013,4
active_calories_goal,version,extra_data,exercise_calories,total_exercise_calories,com.samsung.shealth.calories_burned.create_sh_ver,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.modify_sh_ver,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,,679677c7-d70f-44e3-9f52-ec758645d274.extra_data.json,,,,0.0,0,1759.8915,,2020-07-22 18:15:18.021,2020-07-22 15:01:30.875,0.0,m3h9nVfJDO,com.sec.android.app.shealth,679677c7-d70f-44e3-9f52-ec758645d274,1593043200000,
,,14faf5e1-e3b3-4241-bfaf-93cee1c99f8c.extra_data.json,,,,0.0,0,1759.8915,,2020-07-23 20:50:34.560,2020-07-22 11:33:33.164,0.0,m3h9nVfJDO,com.sec.android.app.shealth,14faf5e1-e3b3-4241-bfaf-93cee1c99f8c,1593129600000,
,,3210537b-e765-4f84-a72d-be9d18aaf507.extra_data.json,,,,0.0,0,1759.8915,,2020-07-24 21:55:08.093,2020-07-22 15:01:30.994,0.0,m3h9nVfJDO,com.sec.android.app.shealth,3210537b-e765-4f84-a72d-be9d18aaf507,1593216000000,
,,162f778c-4911-4f6a-b36f-f5b25a4b62bf.extra_data.json,,,,0.0,0,1759.8915,,2020-07-25 18:48:40.342,2020-07-22 11:33:33.595,0.0,m3h9nVfJDO,com.sec.android.app.shealth,162f778c-4911-4f6a-b36f-f5b25a4b62bf,1593302400000,
,,86998e44-c154-480d-aecb-480acf008d10.extra_data.json,,,,0.0,0,1759.8915,,2020-07-26 19:07:48.162,2020-07-22 15:01:31.071,0.0,m3h9nVfJDO,com.sec.android.app.shealth,86998e44-c154-480d-aecb-480acf008d10,1593388800000,
,,8b150cc2-514e-478f-9ebb-06e60489de26.extra_data.json,,,,0.0,0,1759.8915,,2020-07-27 17:15:04.092,2020-07-22 15:01:31.119,0.0,m3h9nVfJDO,com.sec.android.app.shealth,8b150cc2-514e-478f-9ebb-06e60489de26,1593475200000,
,,53256966-4fcd-4483-ba08-bcdfee525898.extra_data.json,,,,0.0,0,1759.8915,,2020-07-28 21:55:05.514,2020-07-22 11:33:36.206,0.0,m3h9nVfJDO,com.sec.android.app.shealth,53256966-4fcd-4483-ba08-bcdfee525898,1593561600000,
,,242d0c46-cb32-4b59-a4ed-72b9a552a4d7.extra_data.json,,,,0.0,0,1759.8915,,2020-07-29 18:55:05.901,2020-07-22 15:01:31.207,0.0,m3h9nVfJDO,com.sec.android.app.shealth,242d0c46-cb32-4b59-a4ed-72b9a552a4d7,1593648000000,
,,92571027-52ff-4064-8615-21adeabf82c1.extra_data.json,,,,0.0,0,1759.8915,,2020-07-30 21:59:24.290,2020-07-22 11:33:36.348,0.0,m3h9nVfJDO,com.sec.android.app.shealth,92571027-52ff-4064-8615-21adeabf82c1,1593734400000,
,,67f0d89a-417c-40da-8839-861411692561.extra_data.json,,,,0.0,0,1759.8915,,2020-07-31 21:35:08.207,2020-07-22 11:33:36.427,0.0,m3h9nVfJDO,com.sec.android.app.shealth,67f0d89a-417c-40da-8839-861411692561,1593820800000,
,,37cfc9b0-10bd-40dc-bb24-02aedd6f495f.extra_data.json,,,,0.0,0,1759.8915,,2020-08-01 21:34:30.725,2020-07-22 15:01:31.307,0.0,m3h9nVfJDO,com.sec.android.app.shealth,37cfc9b0-10bd-40dc-bb24-02aedd6f495f,1593907200000,
,,1a4d71ba-adf4-4724-b8ac-fbb261007c93.extra_data.json,,,,0.0,0,1759.8915,,2020-08-02 21:55:07.236,2020-07-22 11:33:36.587,0.0,m3h9nVfJDO,com.sec.android.app.shealth,1a4d71ba-adf4-4724-b8ac-fbb261007c93,1593993600000,
,,2506e67f-5ee4-45b6-b0ec-c0385ca3e71c.extra_data.json,,,,0.0,0,1759.8915,,2020-08-03 21:31:02.580,2020-07-22 15:01:31.362,0.0,m3h9nVfJDO,com.sec.android.app.shealth,2506e67f-5ee4-45b6-b0ec-c0385ca3e71c,1594080000000,
,,3ae180e1-8321-4b66-8dc8-97684c86308f.extra_data.json,,,,0.0,0,1759.8915,,2020-08-04 21:55:08.552,2020-07-22 11:33:36.794,0.0,m3h9nVfJDO,com.sec.android.app.shealth,3ae180e1-8321-4b66-8dc8-97684c86308f,1594166400000,
,,5e5fb00c-bc24-4294-b557-e9dd18186cc0.extra_data.json,,,,0.0,0,1759.8915,,2020-08-05 20:26:49.961,2020-07-22 11:33:36.946,0.0,m3h9nVfJDO,com.sec.android.app.shealth,5e5fb00c-bc24-4294-b557-e9dd18186cc0,1594252800000,
,,1a6f9bb7-44b4-4758-8b4d-d81e07ea7067.extra_data.json,,,,0.0,0,1759.8915,,2020-08-06 21:33:44.794,2020-07-22 11:33:36.989,0.0,m3h9nVfJDO,com.sec.android.app.shealth,1a6f9bb7-44b4-4758-8b4d-d81e07ea7067,1594339200000,
,,3ac670c6-7f6d-4fae-8bb1-b375572a9378.extra_data.json,,,,0.0,0,1759.8915,,2020-08-07 20:24:38.176,2020-07-22 11:33:37.081,0.0,m3h9nVfJDO,com.sec.android.app.shealth,3ac670c6-7f6d-4fae-8bb1-b375572a9378,1594425600000,
,,13900296-4d0d-4698-9a69-f7a10ce04b34.extra_data.json,,,,0.0,0,1759.8915,,2020-08-08 18:39:36.252,2020-07-22 15:01:31.544,0.0,m3h9nVfJDO,com.sec.android.app.shealth,13900296-4d0d-4698-9a69-f7a10ce04b34,1594512000000,
,,6a5cac06-10a8-418e-860a-ace4d865b8c3.extra_data.json,,,,0.0,0,1759.8915,,2020-08-09 21:57:57.132,2020-07-22 15:01:31.599,0.0,m3h9nVfJDO,com.sec.android.app.shealth,6a5cac06-10a8-418e-860a-ace4d865b8c3,1594598400000,
